dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,5.491602,7.348088,5.558484,5.358714,7.716420,12.631339,5.915415
0.020000,5.593011,7.304867,5.668719,5.511762,7.652430,-3.199480,5.844523
0.020000,5.693499,7.252988,5.781809,5.654485,7.136133,-25.814889,5.768148
0.020000,5.791657,7.192095,5.897321,5.775602,6.055833,-54.014982,5.687343
0.020000,5.885887,7.122290,6.014589,5.863432,4.391506,-83.216335,5.603729
0.020000,5.974603,7.044214,6.132769,5.908997,2.278236,-105.663520,5.519370
0.020000,6.056237,6.959262,6.250587,5.890892,-0.905211,-159.172321,5.436745
0.020000,6.129525,6.869533,6.366442,5.792751,-4.907068,-200.092877,5.358397
0.020000,6.194110,6.777023,6.479266,5.641187,-7.578175,-133.555325,5.286078
0.020000,6.250412,6.683212,6.588675,5.470481,-8.535301,-47.856321,5.220604
0.020000,6.299182,6.589210,6.694576,5.295038,-8.772185,-11.844188,5.162207
0.020000,6.341303,6.495809,6.797035,5.122965,-8.603644,8.427059,5.110718
0.020000,6.377672,6.403532,6.896221,4.959278,-8.184323,20.966055,5.065729
0.020000,6.409136,6.312698,6.992350,4.806438,-7.642033,27.114494,5.026710
0.020000,6.436456,6.223484,7.085653,4.665155,-7.064130,28.895135,4.993098
0.020000,6.460301,6.135973,7.176354,4.535081,-6.503694,28.021799,4.964345
0.020000,6.481246,6.050188,7.264660,4.415260,-5.991063,25.631569,4.939952
0.020000,6.499786,5.966118,7.350750,4.304514,-5.537321,22.687093,4.919477
0.020000,6.516346,5.883734,7.434782,4.201582,-5.146562,19.537959,4.902539
0.020000,6.530952,5.804789,7.515066,4.014211,-9.368563,-211.100056,4.887040
0.020000,6.544764,5.721293,7.599697,4.231554,10.867143,1011.785264,4.865696
0.020000,6.556690,5.638465,7.683379,4.184083,-2.373544,-662.034345,4.845189
0.020000,6.566833,5.556373,7.766096,4.135853,-2.411529,-1.899213,4.825557
0.020000,6.575298,5.475071,7.847836,4.087036,-2.440842,-1.465671,4.806828
0.020000,6.582192,5.394611,7.928592,4.037785,-2.462532,-1.084506,4.789023
0.020000,6.587623,5.315031,8.008357,3.988249,-2.476821,-0.714434,4.772156
0.020000,6.591697,5.236365,8.087128,3.938556,-2.484612,-0.389560,4.756234
0.020000,6.594519,5.158640,8.164905,3.888824,-2.486596,-0.099192,4.741260
0.020000,6.596193,5.081875,8.241688,3.839156,-2.483443,0.157643,4.727229
0.020000,6.596816,5.006085,8.317480,3.789636,-2.475967,0.373801,4.714136
0.020000,6.596487,4.931279,8.392287,3.740340,-2.464818,0.557439,4.701969
0.020000,6.595298,4.857462,8.466114,3.691326,-2.450686,0.706608,4.690714
0.020000,6.593337,4.784635,8.538967,3.642643,-2.434137,0.827451,4.680356
0.020000,6.590690,4.712797,8.610853,3.594329,-2.415715,0.921102,4.670875
0.020000,6.587436,4.641944,8.681781,3.546412,-2.395881,0.991712,4.662254
0.020000,6.583653,4.572068,8.751760,3.498911,-2.375046,1.041721,4.654471
0.020000,6.579413,4.503161,8.820796,3.451840,-2.353542,1.075242,4.647505
0.020000,6.574784,4.435215,8.888901,3.405206,-2.331665,1.093819,4.641337
0.020000,6.569830,4.368218,8.956081,3.359014,-2.309644,1.101037,4.635943
0.020000,6.564612,4.302158,9.022346,3.313260,-2.287672,1.098600,4.631302
0.020000,6.559187,4.237025,9.087705,3.267942,-2.265906,1.088318,4.627394
0.020000,6.553609,4.172805,9.152166,3.223053,-2.244426,1.073986,4.624198
0.020000,6.547927,4.109488,9.215738,3.178586,-2.223354,1.053626,4.621692
0.020000,6.542188,4.047061,9.278428,3.134532,-2.202711,1.032143,4.619857
0.020000,6.536437,3.985511,9.340246,3.090881,-2.182538,1.008670,4.618674
0.020000,6.530713,3.924828,9.401198,3.047624,-2.162859,0.983930,4.618122
0.020000,6.525055,3.865000,9.461293,3.004751,-2.143650,0.960457,4.618184
0.020000,6.519499,3.806016,9.520539,2.962253,-2.124910,0.936982,4.618840
0.020000,6.514076,3.747866,9.578941,2.920121,-2.106600,0.915531,4.620074
0.020000,6.508818,3.690540,9.636508,2.878347,-2.088700,0.894960,4.621868
0.020000,6.503752,3.634028,9.693246,2.836924,-2.071148,0.877634,4.624205
0.020000,6.498905,3.578321,9.749163,2.795846,-2.053909,0.861918,4.627067
0.020000,6.494299,3.523412,9.804265,2.755107,-2.036943,0.848316,4.630439
0.020000,6.489957,3.469292,9.858560,2.714703,-2.020178,0.838253,4.634305
0.020000,6.485898,3.415953,9.912052,2.674632,-2.003579,0.829968,4.638647
0.020000,6.482139,3.363390,9.964750,2.634890,-1.987081,0.824902,4.643450
0.020000,6.478697,3.311595,10.016660,2.595477,-1.970651,0.821476,4.648698
0.020000,6.475586,3.260561,10.067787,2.556393,-1.954216,0.821760,4.654375
0.020000,6.472525,3.207112,10.121324,2.676846,6.022662,398.843906,4.650274
0.020000,6.468440,3.148874,10.179706,2.919080,12.111709,304.452313,4.635355
0.020000,6.463915,3.093762,10.235003,2.764846,-7.711739,-991.172376,4.626469
0.020000,6.459317,3.041627,10.287340,2.616864,-7.399089,15.632490,4.623312
0.020000,6.454951,2.992346,10.336814,2.473710,-7.157694,12.069770,4.625648
0.020000,6.451063,2.945828,10.383495,2.334036,-6.983710,8.699176,4.633307
0.020000,6.447852,2.902011,10.427429,2.196690,-6.867288,5.821128,4.646176
0.020000,6.445474,2.860864,10.468645,2.060818,-6.793596,3.684611,4.664184
0.020000,6.444041,2.822371,10.507164,1.925958,-6.742983,2.530636,4.687280
0.020000,6.443624,2.786531,10.543007,1.792144,-6.690741,2.612068,4.715415
0.020000,6.444253,2.753336,10.576207,1.660006,-6.606890,4.192595,4.748505
0.020000,6.445918,2.722764,10.606825,1.530864,-6.457067,7.491106,4.786406
0.020000,6.448575,2.694755,10.634960,1.406764,-6.205003,12.603218,4.828873
0.020000,6.452155,2.669196,10.660768,1.290415,-5.817476,19.376351,4.875528
0.020000,6.456576,2.645912,10.684468,1.184990,-5.271254,27.311102,4.925839
0.020000,6.461766,2.624662,10.706343,1.093760,-4.561474,35.488993,4.979117
0.020000,6.467676,2.605145,10.726735,1.019599,-3.708082,42.669587,5.034530
0.020000,6.474293,2.587026,10.746024,0.964452,-2.757314,47.538439,5.091155
0.020000,6.481649,2.569966,10.764603,0.928936,-1.775800,49.075666,5.148034
0.020000,6.489810,2.553650,10.782846,0.912172,-0.838236,46.878241,5.204257
0.020000,6.498864,2.537816,10.801085,0.911948,-0.011160,41.353775,5.259018
0.020000,6.508899,2.522272,10.819587,0.925107,0.657946,33.455313,5.311666
0.020000,6.520084,2.506728,10.838737,0.957494,1.619326,48.069011,5.357251
0.020000,6.532672,2.490735,10.859090,1.017651,3.007845,69.425915,5.402450
0.020000,6.544791,2.476736,10.877606,0.925792,-4.592938,-380.039121,5.450647
0.020000,6.556358,2.464642,10.894341,0.836733,-4.452952,6.999290,5.501704
0.020000,6.567326,2.454314,10.909407,0.753304,-4.171455,14.074856,5.555348
0.020000,6.577703,2.445564,10.922980,0.678667,-3.731863,21.979579,5.611152
0.020000,6.587556,2.438168,10.935300,0.615988,-3.133908,29.897756,5.668532
0.020000,6.597022,2.431886,10.946661,0.568029,-2.397966,36.797088,5.726774
0.020000,6.606296,2.426484,10.957394,0.536671,-1.567928,41.501931,5.785069
0.020000,6.615618,2.421757,10.967845,0.522568,-0.705108,43.140995,5.842577
0.020000,6.625238,2.417549,10.978346,0.525014,0.122257,41.368227,5.898494
0.020000,6.635393,2.413755,10.989187,0.542056,0.852119,36.493100,5.952108
0.020000,6.646283,2.410325,11.000604,0.570855,1.439975,29.392826,6.002849
0.020000,6.658049,2.407244,11.012767,0.608136,1.864004,21.201446,6.050302
0.020000,6.670775,2.404527,11.025779,0.650634,2.124939,13.046749,6.094215
0.020000,6.684487,2.402197,11.039688,0.695430,2.239792,5.742660,6.134475
0.020000,6.699165,2.400279,11.054491,0.740134,2.235189,-0.230168,6.171087
0.020000,6.714753,2.398791,11.070150,0.782946,2.140623,-4.728294,6.204143
0.020000,6.731172,2.397742,11.086602,0.822625,1.983922,-7.835037,6.233795
0.020000,6.748329,2.397127,11.103770,0.858398,1.788651,-9.763564,6.260234
0.020000,6.766125,2.396933,11.121567,0.889860,1.573109,-10.777117,0.000484
0.020000,6.784462,2.397136,11.139905,0.916882,1.351103,-11.100269,0.021132
0.020000,6.803243,2.397707,11.158695,0.939513,1.131561,-10.977101,0.039206
0.020000,6.822380,2.398612,11.177854,0.957925,0.920570,-10.549565,0.054910
0.020000,6.841790,2.399815,11.197301,0.972359,0.721701,-9.943464,0.068440
0.020000,6.861398,2.401276,11.216962,0.983086,0.536358,-9.267155,0.079975
0.020000,6.881134,2.402957,11.236770,0.990389,0.365169,-8.559461,0.089681
0.020000,6.900937,2.404820,11.256661,0.994546,0.207840,-7.866450,0.097712
0.020000,6.920752,2.406830,11.276577,0.995814,0.063416,-7.221197,0.104209
0.020000,6.940527,2.408952,11.296466,0.994437,-0.068889,-6.615221,0.109300
0.020000,6.960217,2.411152,11.316279,0.990626,-0.190553,-6.083228,0.113103
0.020000,6.979780,2.413402,11.335970,0.984576,-0.302466,-5.595609,0.115728
0.020000,6.999176,2.415674,11.355499,0.976455,-0.406043,-5.178855,0.117275
0.020000,7.018371,2.417942,11.374828,0.966412,-0.502190,-4.807346,0.117837
0.020000,7.037330,2.420185,11.393919,0.954572,-0.592004,-4.490740,0.117503
0.020000,7.056022,2.422382,11.412740,0.941045,-0.676327,-4.216118,0.116355
0.020000,7.074418,2.424515,11.431258,0.925925,-0.756005,-3.983897,0.114469
0.020000,7.092487,2.426571,11.449444,0.909291,-0.831672,-3.783348,0.111919
0.020000,7.110203,2.428534,11.467269,0.891213,-0.903927,-3.612746,0.108776
0.020000,7.127538,2.430396,11.484703,0.871747,-0.973285,-3.467907,0.105108
0.020000,7.144466,2.432148,11.501722,0.850944,-1.040146,-3.343059,0.100979
0.020000,7.160963,2.433782,11.518299,0.828847,-1.104863,-3.235863,0.096452
0.020000,7.177001,2.435295,11.534409,0.805498,-1.167478,-3.130766,0.091588
0.020000,7.192558,2.436684,11.550028,0.780928,-1.228499,-3.051042,0.086447
0.020000,7.207608,2.437948,11.565131,0.755170,-1.287855,-2.967764,0.081087
